"","Basal III cells","Fibroblasts","Macrophages"
"HMDB0000892",3.16645063341773e-08,-0.999999994659799,-0.999999999060007
"HMDB0000893",-0.999984715076522,-0.999984965410329,3.10015709155618e-08
"HMDB0000895",1.09088152917674e-07,8.70154018865937e-08,2.74547700732315e-08
"HMDB0000896",3.27901398529401e-07,-0.9999987839525,2.58624031700065e-07
"HMDB0000898",1.52001684787013e-08,4.43443240498979e-09,-0.999999991357703
"HMDB0000899",1.477582644517e-07,1.47357354854134e-07,-0.999999994462196
"HMDB0000900",-0.99999999618055,-0.999999997522297,1.61481918552492e-08
"HMDB0000902",0.00332430347277215,-0.982703163278416,0.044996783969906
"HMDB0000904",-0.999543305421298,7.50656444630126e-05,-0.999846590804804
"HMDB0000908",9.26031865287241e-09,3.30758338842837e-09,-0.999999999634467
"HMDB0000910",2.34198790589175e-05,2.24149435453745e-05,-0.999997749627041
"HMDB0000916",1.44206529472153e-06,7.44462436161975e-07,2.3684919629188e-08
"HMDB0000929",-0.999477638568507,8.34788152795473e-05,0.00301786908433848
"HMDB0000932",3.12099621673546e-08,1.32679328400514e-08,-0.999999998123991
"HMDB0000933",-0.999979796826846,-0.999983428780439,2.74748069616356e-08
"HMDB0000936",-0.999995132193615,2.41742895633074e-06,4.81268221272324e-09
"HMDB0000939",-0.985639527312901,0.0434063222832521,-0.967899179871746
"HMDB0000943",7.69575102514604e-06,3.24734838488906e-06,1.5967760606678e-06
"HMDB0000944",2.53865650349337e-05,1.91916009481734e-05,-0.999997708629047
"HMDB0000946",-0.999999916422143,-0.999999971383016,3.10129901801273e-09
"HMDB0000947",2.05484619397595e-08,-0.999999993516386,-0.999999999068497
"HMDB0000949",-0.999999988056152,-0.999999993797019,-0.999999992986813
"HMDB0000951",-0.999999988056152,-0.999999993797019,-0.999999992986813
"HMDB0000962",-0.999999945877989,7.2917839912262e-09,-0.999999985017904
"HMDB0000972",-0.999991895783309,-0.999996295951972,-0.999973376832044
"HMDB0000975",-0.999999992536699,-0.999999997862286,7.90275301267908e-09
"HMDB0000990",0.0271111822970489,0.0710922172300301,0.110057242739288
"HMDB0001008",-0.999999555853245,-0.999994475557912,-0.999998003431446
"HMDB0001039",1.56779521930114e-07,4.99818246508453e-08,1.42824213947169e-07
"HMDB0001043",0.00165862046770035,-0.999557033866924,-0.991077141491673
"HMDB0001044",-0.99671754998403,0.00703631295756628,2.0936384558694e-08
"HMDB0001050",5.5797172856161e-09,8.33624008383121e-10,4.20199634377105e-09
"HMDB0001051",0.0289807594185641,0.0514774508748405,5.32664748544124e-05
"HMDB0001056",-0.999991895783309,-0.999996295951972,-0.999973376832044
"HMDB0001072",0.00626706608738474,-0.984441756747018,-0.995603761694417
"HMDB0001080",9.61780529940136e-07,1.00850969772365e-06,1.56219161720592e-08
"HMDB0001085",-0.999999974127339,-0.999999897199825,-0.999999998867309
"HMDB0001123",2.04475299627986e-08,1.11565131234253e-08,2.95759291190524e-08
"HMDB0001129",-0.999999927175041,-0.999999971880838,6.18810975350967e-10
"HMDB0001138",-0.999999999793674,3.51286037888773e-09,1.67615342750373e-08
"HMDB0001139",1.48394711835052e-07,4.62071949871423e-08,1.86123264812808e-08
"HMDB0001149",7.67245234064377e-05,0.000145223516122371,1.06569834434154e-06
"HMDB0001160",2.35341074338684e-05,2.2869049973886e-05,-0.999997583578912
"HMDB0001167",-0.999978481082177,-0.999867324630561,0.00216061889935941
"HMDB0001175",-0.999760614395832,-0.999146966129932,2.04047879205423e-08
"HMDB0001178",-0.999999982873306,-0.999999994514654,-0.999999978324123
"HMDB0001185",0.0136535820245787,-0.954512667850034,0.048830260871713
"HMDB0001198",1.08157825046746e-07,-0.999999946518446,3.55219124560631e-08
"HMDB0001201",-0.999997207924779,-0.999997627150265,-0.999997163826677
"HMDB0001218",-0.999999997769856,6.42381798091723e-10,2.07288473882046e-09
"HMDB0001220",8.40334185032779e-06,3.87722041798777e-07,1.91022698016386e-05
"HMDB0001227",-0.99999999723663,0.00187319527565549,-0.990077981508472
"HMDB0001232",-0.999999135246223,2.03172249444562e-06,-0.999998235512715
"HMDB0001248",-0.999656121264127,-0.999767730601382,2.08893488682224e-07
"HMDB0001251",-0.999999900152338,1.31999675796403e-07,1.98932615353337e-07
"HMDB0001256",-0.999999231749037,-0.999989727842414,-0.999999597109481
"HMDB0001257",5.79709688074282e-09,3.29930353830704e-09,1.23713315768428e-08
"HMDB0001259",-0.999995175819952,2.07157145322623e-05,-0.999995585629172
"HMDB0001261",1.44206529472153e-06,7.44462436161975e-07,2.3684919629188e-08
"HMDB0001262",5.62611022791401e-11,2.39023080529493e-10,1.15536183266706e-10
"HMDB0001264",-0.973922948512933,0.0653604859674217,0.0167404457394558
"HMDB0001273",1.19160740837329e-06,-0.999997207209396,3.7064299097701e-06
"HMDB0001274",2.43716927741465e-08,-0.999914057186187,0.000273355855851164
"HMDB0001296",6.91980212436333e-09,2.62489286872031e-09,2.11384644515882e-09
"HMDB0001304",-0.993742970126618,0.0155806207946511,0.00440239598338877
"HMDB0001310",-1.99873080923763,-0.937892897202882,0.154818492465941
"HMDB0001311",-0.900921667069642,0.0273417897747525,-0.910646830596596
"HMDB0001314",2.14679781990344e-05,-0.999998740484691,-0.999999984270871
"HMDB0001325",0.000187242816533734,0.000324867641742553,-0.999999943325211
"HMDB0001335",-0.999999586899763,5.76707901220371e-07,-0.999992480035573
"HMDB0001337",-0.999999962665627,1.90208569656562e-08,-0.999999967507477
"HMDB0001341",0.000869865089226322,-0.996602978064798,-0.980056654078697
"HMDB0001358",0.0339659603966382,-0.987639241591446,-0.598042697582546
"HMDB0001361",-0.999999735100149,-0.999995432294862,-0.999999853661383
"HMDB0001373",0.0103855513932108,-0.974491949081128,-0.975055960424015
"HMDB0001377",-0.670403784365559,-0.690333323224021,-0.665667701022875
"HMDB0001381",1.20970641166471e-07,7.23195786781473e-08,6.98602348468807e-08
"HMDB0001388",0.00249213566604213,0.00210032732166936,0.000565440492464678
"HMDB0001389",-0.999988238530249,-0.999994053993547,-0.999988480833964
"HMDB0001397",-0.999986651039184,-0.999996613879525,-0.999999138612879
"HMDB0001403",1.26412211892868e-07,5.46373551776054e-08,2.62720170487331e-08
"HMDB0001406",-0.999974387216111,-0.999985681088056,-0.999997776872492
"HMDB0001414",0.00436974498214958,0.129403943905717,-0.999998827816606
"HMDB0001416",-0.989424849722232,0.0244443740552256,0.0192003579545419
"HMDB0001419",-0.999999942589529,-0.999999960985557,2.44466334968642e-09
"HMDB0001423",-0.999758532992352,-0.999545826950917,-0.990358150406329
"HMDB0001425",-0.999984789865164,-0.999991942075434,-1.99999690029211
"HMDB0001426",-0.999976896781633,7.2983278562323e-05,3.96956735596578e-06
"HMDB0001431",-0.999996276931023,-0.999999968863977,1.40256752592704e-08
"HMDB0001432",1.39586507723877e-07,-0.999999983062396,2.39242069487e-09
"HMDB0001434",7.50920988641406e-05,8.6148222588154e-05,-0.999997891949975
"HMDB0001438",-0.99999999631991,-0.999999997523254,1.6213088710242e-08
"HMDB0001440",0.00328712290555311,-0.992973689686656,-0.9999999790914
"HMDB0001442",4.88123139966211e-06,-1.99998742948227,1.81154981579456e-06
"HMDB0001448",-0.999998607763782,-0.999987972619471,1.20786349480514e-06
"HMDB0001449",2.2019499226599e-08,1.37796859302886e-08,5.55241291763e-09
"HMDB0001451",-0.999999967006449,-0.999999982431434,-0.999999997307432
"HMDB0001452",-0.999982897039378,-0.999991949248676,-0.999993472758146
"HMDB0001453",7.80424998175819e-06,-0.999999990041935,-0.999999992908713
"HMDB0001455",2.2019499226599e-08,1.37796859302886e-08,5.55241291763e-09
"HMDB0001473",0.019261695356578,-0.949647600542516,0.000104548761858149
"HMDB0001476",7.23057269728881e-08,4.41491816450498e-08,5.10635632001803e-08
"HMDB0001483",1.84697296623005e-08,7.5530200892527e-09,-0.999999998648614
"HMDB0001488",-0.999999957520098,-0.999999977567081,5.68171676796979e-09
"HMDB0001492",-0.999999948502199,-0.999999991388274,-0.999999982592619
"HMDB0001509",4.75924605913406e-06,-0.999991762841458,2.37973893565293e-08
"HMDB0001514",-0.999991129526543,-0.999994215312458,4.16642100494782e-06
"HMDB0001517",-0.999921555518017,-0.999908610011615,4.69001761487401e-08
"HMDB0001520",0.000349750434212081,0.000234717383933421,-0.999988563572139
"HMDB0001545",0.00344350390145179,1.23574794659767e-05,0.00052651132069303
"HMDB0001546",-0.999999991459311,-0.999930312757228,-0.999374926936398
"HMDB0001547",-0.999999985188911,-0.999999981674487,3.00487008226262e-09
"HMDB0001565",2.24732466461369e-05,0.000311477859767873,-0.999525709822357
"HMDB0001586",5.84129157549918e-05,1.94734851833789e-05,-0.999999998454453
"HMDB0001644",-0.999999885286502,-0.999999029820945,8.23043400537067e-09
"HMDB0001659",8.78095367922722e-05,0.0008396266588986,0.00250019029076707
"HMDB0001721",0.00208922315282843,-0.994737910287227,-0.999941196333815
"HMDB0001830",-0.999999915361492,-0.999999948552389,-0.999999993000796
"HMDB0001842",-0.999999999196901,9.44028470240149e-12,-0.99999999927537
"HMDB0001851",0.0132516271168036,-1.98985287377974,-0.871108273980856
"HMDB0001852",-0.988698280301439,0.00134997555352415,0.148626879712935
"HMDB0001855",-0.999999996938718,-0.999999998332766,3.75396354935797e-09
"HMDB0001858",-0.999999998742261,-0.999999999146125,1.82418891148948e-09
"HMDB0001870",-0.999976826976161,4.3462068712279e-07,6.19898713352534e-06
"HMDB0001874",-0.992855513654016,0.0505156974808872,-0.921329255199962
"HMDB0001875",1.47089306130114e-05,-0.999971462147729,-0.999999927331142
"HMDB0001877",0.000133902535811552,6.04644463677859e-05,-0.999853993365257
"HMDB0001882",-0.999726793307916,-0.999494781360749,-1.99870918058432
"HMDB0001893",1.22742819452029e-08,1.63525302620001e-08,-0.999999990761636
"HMDB0001896",1.58509327928362e-08,4.3936114237476e-09,-0.99999999741945
"HMDB0001903",5.60249126542849e-09,1.79912105030931e-09,-0.99999998272981
"HMDB0001913",-0.999999997769856,6.42381798091723e-10,2.07288473882046e-09
"HMDB0001921",-0.999999999196901,9.44028470240149e-12,-0.99999999927537
"HMDB0001967",0.108025239000573,0.291144402503272,0.255967678406807
"HMDB0001976",0.000133902535811552,6.04644463677859e-05,-0.999853993365257
"HMDB0001999",0.00024748330255551,2.60944876222403e-05,-0.999482253854527
"HMDB0002003",2.85947929141259e-05,2.30011445311933e-05,-0.999997725328631
"HMDB0002024",-0.999999989010399,1.37663470234803e-08,-0.999999999113429
"HMDB0002027",-0.999999996897599,1.43386994612125e-09,1.23685190901345e-09
"HMDB0002031",-0.999999974586451,-0.999999984015759,7.84055503752464e-09
"HMDB0002035",-0.999999998917603,-0.999999999124588,-0.999999980345129
"HMDB0002059",-0.999999960115109,-0.999999994728533,-0.99999999704987
"HMDB0002078",-0.999999995887296,4.81906481463336e-09,-0.999999986020188
"HMDB0002092",-0.999933010000501,5.10220876737093e-05,-0.999990874288384
"HMDB0002103",-0.999999882818609,-0.999998983432639,-0.999994876419953
"HMDB0002111",-0.77087967713622,-0.634994347543162,-0.33401885422524
"HMDB0002134",4.48596170055423e-09,5.07484672232742e-10,6.30463987624713e-09
"HMDB0002152",0.0339659603966382,-0.987639241591446,-0.598042697582546
"HMDB0002158",0.000360900246319939,-0.999151092452035,-0.999999968753518
"HMDB0002179",-0.965733405585467,0.0828454015318001,0.0380677315466639
"HMDB0002183",0.00027238219311053,0.000504899960869019,-0.998709231048483
"HMDB0002190",6.86116760337331e-08,1.7012547903656e-08,3.73775186538066e-09
"HMDB0002200",1.16998587186857e-06,5.02991229193646e-07,1.46213408346169e-09
"HMDB0002211",-0.999708812218863,0.00079695921159218,-0.999999994744299
"HMDB0002212",2.66583630679496e-05,2.6756925961996e-05,-0.999997731649745
"HMDB0002226",0.000118155399290959,0.000314216384487877,0.000374463268228958
"HMDB0002231",2.3724729694281e-05,2.31569581327538e-05,-0.999997502480876
"HMDB0002232",6.86116760337331e-08,1.7012547903656e-08,3.73775186538066e-09
"HMDB0002243",-0.999993231526518,-0.99999437464177,-0.999992494127462
"HMDB0002259",2.97696135424486e-05,1.70672946346402e-05,-0.999997767944082
"HMDB0002275",2.96313959198044e-08,1.96998665809252e-08,-0.999999994853667
"HMDB0002283",-0.999999857234994,1.91106672234247e-08,-0.999999991197279
"HMDB0002329",3.70530401875811e-06,3.09262325711893e-06,1.68421956753193e-08
"HMDB0002345",2.81294150139034e-05,2.27900705524321e-05,-0.999997724329621
"HMDB0002356",2.42056794700238e-05,2.29320735741973e-05,-0.999997705416827
"HMDB0002368",3.12826941495395e-05,2.24276158213905e-05,-0.999997723602404
"HMDB0002369",-0.988698280301439,0.00134997555352415,0.148626879712935
"HMDB0002504",3.18608950271173e-08,1.38817393551529e-08,1.76549066738866e-11
"HMDB0002639",3.1069778592766e-08,1.3080170712839e-08,-0.999999995527148
"HMDB0002642",1.05176429982375e-08,5.28269045771569e-09,3.28381366996377e-10
"HMDB0002656",6.68974117500348e-08,2.16473773225895e-08,-1.99999999054805
"HMDB0002664",0.000340477175021366,0.000198038275706839,0.000504337189992472
"HMDB0002666",-0.999999947671343,-0.99999838970188,-0.999997284620006
"HMDB0002685",1.30560486250763e-07,3.07722714173214e-08,-0.999999991188956
"HMDB0002704",5.57384416494586e-09,-0.999999993430365,2.17764168421952e-09
"HMDB0002710",-0.998253260425321,0.00317052710381372,0.00744636938667975
"HMDB0002719",0.0252720992615427,0.0145097821110677,6.14739766244617e-09
"HMDB0002752",0.000645763581814693,0.002227611293663,0.00664680075547206
"HMDB0002757",-0.999996124476097,-0.999986470847994,-0.999999988617609
"HMDB0002759",-0.999999999043463,1.83666738963084e-09,-0.999999996679397
"HMDB0002786",0.0343153686730598,-0.91727236906113,-0.96198638504828
"HMDB0002802",-0.996033761129363,0.0078869599819854,0.0132966332889262
"HMDB0002818",-0.99693224274506,0.00776261314485579,0.00124204165995033
"HMDB0002820",1.41480615983215e-09,4.10829696528953e-09,4.38399094203535e-10
"HMDB0002823",2.27692811308241e-05,2.17513762091559e-05,-0.999997695446124
"HMDB0002833",-1.99999639264483,-1.99999441495442,-0.999999548986457
"HMDB0002845",-0.999984890039398,-0.999991254507047,4.62445841194807e-06
"HMDB0002886",-0.946186221157722,0.0896250727920326,0.271922315815227
"HMDB0002917",1.05396014312536e-08,-0.999999998163119,1.1841329609241e-08
"HMDB0002923",-0.999999997282391,-0.999999995304319,2.30436634647273e-10
"HMDB0002925",0.000541709966083303,0.00044231008987958,-0.999579781446351
"HMDB0002982",6.71429791149428e-08,2.16101141729742e-08,-1.99999999032046
"HMDB0002991",7.79579843400991e-05,-0.999883696276169,0.0039237748175776
"HMDB0003073",0.00251497738499737,0.0021227833401052,-0.99936732781318
"HMDB0003080",-0.99999840782088,-0.999999509919186,-0.999999871453222
"HMDB0003125",0.0382205140143127,-0.961457126818122,-0.697476401675274
"HMDB0003134",-0.99999995920289,1.59948633739919e-08,1.28792989623393e-09
"HMDB0003141",-1.9758849205731,0.00726129295960967,0.294210802812819
"HMDB0003178",1.46010275209764e-06,3.90440361887644e-07,1.68093866318613e-08
"HMDB0003192",-0.999921555518017,-0.999908610011615,4.69001761487401e-08
"HMDB0003193",3.79736410867473e-08,1.81596380332807e-08,1.1756142785582e-09
"HMDB0003208",-0.999982897039378,-0.999991949248676,-0.999993472758146
"HMDB0003224",0.00254486689393763,0.00528111175304476,0.003586723239834
"HMDB0003235",2.63200917562386e-07,8.97982403094708e-08,9.06886489511057e-08
"HMDB0003252",1.71648107795847e-05,8.07173426048928e-06,6.53645132407712e-06
"HMDB0003269",-0.999999957520098,-0.999999977567081,5.68171676796979e-09
"HMDB0003276",1.96051911811131e-08,-0.999999998327878,-0.999999989656742
"HMDB0003335",-0.999962491474664,-0.999870889771002,-0.999124868084518
"HMDB0003337",-0.999990289661631,1.83542972810622e-06,1.83125183022096e-06
"HMDB0003339",0.00499417298360353,0.00740516364863326,0.0126265766984672
"HMDB0003345",0.00506288731250638,-0.956133917166736,-0.988503408840875
"HMDB0003357",3.51709193669474e-09,8.86466957326792e-10,5.10759517819882e-09
"HMDB0003374",-0.996496544486485,-0.871455260341636,0.00544546256787743
"HMDB0003375",-0.999999995568212,1.28843223048754e-09,4.17331135369335e-09
"HMDB0003378",5.40846369204118e-09,2.51993601491429e-08,-0.999999954974115
"HMDB0003379",1.19160740837329e-06,-0.999997207209396,3.7064299097701e-06
"HMDB0003391",0.0304675648535116,-0.925896996944234,-0.970817108465776
"HMDB0003402",-0.999998049375702,1.40564715409388e-06,-0.999995559207754
"HMDB0003406",1.06324046027109e-09,1.48141422581622e-10,1.13489056827363e-09
"HMDB0003411",-0.93297991932582,-1.93543788623638,-0.827230241361006
"HMDB0003416",-0.999999989000649,-0.999999993474177,9.4736724141826e-10
"HMDB0003417",0.0347192000006492,-0.959184222648596,-0.9300546438408
"HMDB0003418",-0.999999920246574,1.17175742532346e-06,8.87955571876834e-10
"HMDB0003423",-0.994640969904365,2.98757327278978e-05,0.00950896529714826
"HMDB0003426",0.000431308364071853,0.00151560613835169,-0.994529904277069
"HMDB0003459",1.56425189681427e-08,-0.999999994105469,-0.999999988863993
"HMDB0003474",-0.999999988407857,5.59033518657126e-09,1.80413472071867e-08
"HMDB0003537",-0.999472442616579,-0.99999856956211,1.25049910710891e-07
"HMDB0003540",-0.985298231242072,-0.962307441727257,0.373942701692691
"HMDB0003550",-0.99999999250239,9.10349193873253e-10,2.07668055170373e-08
"HMDB0003555",-0.999999972437295,-0.999999990175211,-0.999999997413974
"HMDB0003556",-0.999999087021657,1.33180970429566e-06,1.48933670904376e-08
"HMDB0003634",2.21688069233511e-09,-0.999999999355897,-0.999999997915508
"HMDB0003648",5.5338536882253e-09,7.1102686429434e-09,-0.999999999468548
"HMDB0003667",4.46267529373453e-09,-1.99999999871311,-1.99999999585617
"HMDB0003892",1.35990566352279e-08,-0.999999986908607,-0.999999971925154
"HMDB0003966",4.11906438659847e-08,5.02345655322079e-08,5.2309153596558e-08
"HMDB0004080",3.45221525646042e-08,1.22341793141006e-08,-0.999999997428692
"HMDB0004081",-0.999987202506543,-0.9999953911028,-0.999994443887303
"HMDB0004238",-0.998253260425321,0.00317052710381372,0.00744636938667975
"HMDB0004240",0.0538906770590845,-0.91050173168616,-0.728471820538992
"HMDB0004242",2.46839462031803e-08,1.35433255747964e-08,3.55651089996631e-09
"HMDB0004258",-0.999760614395832,-0.999146966129932,2.04047879205423e-08
"HMDB0004264",-0.999999857234994,1.91106672234247e-08,-0.999999991197279
"HMDB0004321",-0.999999995568212,1.28843223048754e-09,4.17331135369335e-09
"HMDB0004362",3.97225549920906e-08,1.20100878524455e-08,3.95426850349243e-10
"HMDB0004385",9.96895146571139e-11,2.00434966959051e-09,-0.999999999632766
"HMDB0004461",-0.999976826976161,4.3462068712279e-07,6.19898713352534e-06
"HMDB0004666",3.26784720454224e-08,1.23136266764102e-08,-0.99999999574717
"HMDB0004673",-0.999999859245929,1.93863956407832e-08,-0.99999999181861
"HMDB0004688",8.91204258179301e-08,5.03122478001607e-07,1.99720941797113e-07
"HMDB0004842",1.27403302311223e-06,3.69703867931869e-06,-0.999863188904508
"HMDB0004843",1.27403302311223e-06,3.69703867931869e-06,-0.999863188904508
"HMDB0004844",1.27403302311223e-06,3.69703867931869e-06,-0.999863188904508
"HMDB0004845",1.27403302311223e-06,3.69703867931869e-06,-0.999863188904508
"HMDB0004846",1.27403302311223e-06,3.69703867931869e-06,-0.999863188904508
"HMDB0004847",1.27403302311223e-06,3.69703867931869e-06,-0.999863188904508
"HMDB0004848",1.27403302311223e-06,3.69703867931869e-06,-0.999863188904508
"HMDB0004849",1.27403302311223e-06,3.69703867931869e-06,-0.999863188904508
"HMDB0004850",1.27403302311223e-06,3.69703867931869e-06,-0.999863188904508
"HMDB0004851",1.27403302311223e-06,3.69703867931869e-06,-0.999863188904508
"HMDB0004852",1.27403302311223e-06,3.69703867931869e-06,-0.999863188904508
"HMDB0004853",-0.999999994517675,1.65778476260651e-09,-0.999999999641182
"HMDB0004854",-0.999999994517675,1.65778476260651e-09,-0.999999999641182
"HMDB0004855",-0.999999994517675,1.65778476260651e-09,-0.999999999641182
"HMDB0004856",-0.999999994517675,1.65778476260651e-09,-0.999999999641182
"HMDB0004857",-0.999999994517675,1.65778476260651e-09,-0.999999999641182
"HMDB0004858",-0.999999994517675,1.65778476260651e-09,-0.999999999641182
"HMDB0004859",-0.999999994517675,1.65778476260651e-09,-0.999999999641182
"HMDB0004860",-0.999999994517675,1.65778476260651e-09,-0.999999999641182
"HMDB0004861",-0.999999994517675,1.65778476260651e-09,-0.999999999641182
"HMDB0004863",-0.999999994517675,1.65778476260651e-09,-0.999999999641182
"HMDB0004865",-0.999999994517675,1.65778476260651e-09,-0.999999999641182
"HMDB0004911",2.84147591741199e-08,8.58709774132194e-10,0.000203742476297801
"HMDB0004912",2.84147591741199e-08,8.58709774132194e-10,0.000203742476297801
"HMDB0004913",2.84147591741199e-08,8.58709774132194e-10,0.000203742476297801
"HMDB0004914",2.84147591741199e-08,8.58709774132194e-10,0.000203742476297801
"HMDB0004915",2.84147591741199e-08,8.58709774132194e-10,0.000203742476297801
"HMDB0004916",2.84147591741199e-08,8.58709774132194e-10,0.000203742476297801
"HMDB0004917",2.84147591741199e-08,8.58709774132194e-10,0.000203742476297801
"HMDB0004918",2.84147591741199e-08,8.58709774132194e-10,0.000203742476297801
"HMDB0004919",2.84147591741199e-08,8.58709774132194e-10,0.000203742476297801
"HMDB0004920",2.84147591741199e-08,8.58709774132194e-10,0.000203742476297801
"HMDB0004921",2.84147591741199e-08,8.58709774132194e-10,0.000203742476297801
"HMDB0004937",9.86348777751018e-07,-0.999995327592901,-0.999933729382435
"HMDB0004938",9.86348777751018e-07,-0.999995327592901,-0.999933729382435
"HMDB0004939",9.86348777751018e-07,-0.999995327592901,-0.999933729382435
"HMDB0004941",9.86348777751018e-07,-0.999995327592901,-0.999933729382435
"HMDB0004942",9.86348777751018e-07,-0.999995327592901,-0.999933729382435
"HMDB0004943",9.86348777751018e-07,-0.999995327592901,-0.999933729382435
"HMDB0004944",9.86348777751018e-07,-0.999995327592901,-0.999933729382435
"HMDB0004945",9.86348777751018e-07,-0.999995327592901,-0.999933729382435
"HMDB0004946",9.86348777751018e-07,-0.999995327592901,-0.999933729382435
"HMDB0004958",-0.999998708716171,-0.999996577360409,-0.999995597488286
"HMDB0004960",-0.999998708716171,-0.999996577360409,-0.999995597488286
"HMDB0004961",-0.999998708716171,-0.999996577360409,-0.999995597488286
"HMDB0004962",-0.999998708716171,-0.999996577360409,-0.999995597488286
"HMDB0004963",-0.999998708716171,-0.999996577360409,-0.999995597488286
"HMDB0004964",-0.999998708716171,-0.999996577360409,-0.999995597488286
